Icfes_nuevo;Icfes_Matematicas;Tiempo_empleado_en_la_verificación_de_conocimientos;Dominio_Inicial;Categoria_temas_inicial;avance_precalculo_aleks;Dominio_Final;Categoria_temas_final;Tiempo_Total_Tiempo;Tiempo_total_Aprendidos_hora;programa_en_matricula;division_en_matricula;Mat_Curso_Asignatura_Relacionada;avance_cuartiles;cumplimiento_temas;nota_primer_parcial;nota_final
271;57;0,123295442;0;0 No dominó temas;20;20;2 Ecuaciones y desigualdades;24,348285722;0,817635734;Administración de Empresas;Escuela de Negocios;MAT1100;1 Avance entre [ 18 - 37 temas];No alcanzo meta;3,06;3,1
397;74;1,599693645;34;3 Temas Parcial 1 Cálculo I;6;40;3 Temas Parcial 1 Cálculo I;3,195177294;1,873510909;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;Cumplimiento meta;5;4,5
306;55;1,911654365;5;1 Repaso de álgebra y geometría;0;5;1 Repaso de Álgebra y Geometría;1,645466316;0;Ingeniería Industrial;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;2,33;1,5
285;62;0,532914766;0;0 No dominó temas;28;28;2 Ecuaciones y desigualdades;35,914300531;0,930229523;Ingeniería Civil;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];No alcanzo meta;2,06;1,5
355;75;0,43782421;1;1 Repaso de álgebra y geometría;57;59;4 Temas Parcial 2 Cálculo I;35,93612693;1,726753482;Ingeniería Eléctrica;División de Ingenierías;MAT1101;2 Avance entre [ 40 - 60 temas];Cumplimiento meta;4,08;4,4
370;74;0,830837625;5;1 Repaso de álgebra y geometría;21;27;2 Ecuaciones y desigualdades;13,978389395;1,594296625;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];No alcanzo meta;4,98;4,1
348;69;0,18300521;2;1 Repaso de álgebra y geometría;36;38;3 Temas Parcial 1 Cálculo I;18,330811492;1,315008195;Negocios Internacionales;Escuela de Negocios;MAT1100;1 Avance entre [ 18 - 37 temas];Cumplimiento meta;4,91;4,2
346;68;0,271109287;2;1 Repaso de álgebra y geometría;21;23;2 Ecuaciones y desigualdades;13,83391709;1,618272692;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];No alcanzo meta;4,17;4
371;74;0,506187592;8;1 Repaso de álgebra y geometría;37;45;3 Temas Parcial 1 Cálculo I;25,13555498;1,24407422;Ingeniería Mecánica;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;4,25;3,8
358;70;0,482912604;29;1 Repaso de álgebra y geometría;114;143;5 Funciones trigonométricas;29,09107443;3,941811838;Ciencia de Datos;División de Ciencias Básicas;MAT4190;3 Avance superior a 80 temas;Cumplimiento meta;4,05;4
332;67;1,112823564;3;1 Repaso de álgebra y geometría;10;14;2 Ecuaciones y desigualdades;6,984913574;1,426460159;Ingeniería Industrial;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;4,49;3,7
351;73;0,449029001;2;1 Repaso de álgebra y geometría;41;42;3 Temas Parcial 1 Cálculo I;32,447912199;1,309506046;Negocios Internacionales;Escuela de Negocios;MAT1100;2 Avance entre [ 37 - 55 temas];Cumplimiento meta;2,64;4,1
313;61;0,231336685;0;0 No dominó temas;10;10;1 Repaso de Álgebra y Geometría;12,44610349;0,786176349;Economía;Div Humanidades, Artes y Cs. S;MAT1100;0 Avance menor a 18 temas;No alcanzo meta;2,87;3,1
319;54;1,370773867;10;1 Repaso de álgebra y geometría;16;26;2 Ecuaciones y desigualdades;7,270826694;2,177006689;Ciencia de Datos;División de Ciencias Básicas;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;3,02;3,4
315;70;0,472614076;6;1 Repaso de álgebra y geometría;23;28;2 Ecuaciones y desigualdades;9,639981637;2,422848288;Negocios Internacionales;Escuela de Negocios;MAT1100;1 Avance entre [ 18 - 37 temas];No alcanzo meta;2,3;1,4
281;54;0,778382362;1;0 No dominó temas;30;30;2 Ecuaciones y desigualdades;22,48924561;1,297168294;Contaduría Pública;Escuela de Negocios;MAT1100;1 Avance entre [ 18 - 37 temas];No alcanzo meta;5;4,6
357;68;0,725534055;1;1 Repaso de álgebra y geometría;43;45;3 Temas Parcial 1 Cálculo I;23,666198191;1,470346002;Administración de Empresas;Escuela de Negocios;MAT1100;2 Avance entre [ 37 - 55 temas];Cumplimiento meta;4,52;4,3
314;62;0,394033686;1;1 Repaso de álgebra y geometría;19;20;2 Ecuaciones y desigualdades;29,997496753;0,630939108;Negocios Internacionales;Escuela de Negocios;MAT1100;1 Avance entre [ 18 - 37 temas];No alcanzo meta;3,42;3,5
306;62;0,539094721;2;1 Repaso de álgebra y geometría;25;27;2 Ecuaciones y desigualdades;26,467229344;0,946913955;Negocios Internacionales;Escuela de Negocios;MAT1100;1 Avance entre [ 18 - 37 temas];No alcanzo meta;3,21;3,8
334;74;0,533354934;1;1 Repaso de álgebra y geometría;21;22;2 Ecuaciones y desigualdades;20,160342168;1,109663812;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];No alcanzo meta;2,82;3,3
322;72;0,264403233;4;1 Geometría;7;11;1 Geometría;6,791262815;1,032755917;Arquitectura;Escuela Arquitectura Urb y Dis;MAT1011;0 Avance menor a 15 temas;No alcanzo meta;4,43;4,6
351;73;1,308405748;11;2 Ecuaciones y desigualdades;25;36;3 Temas Parcial 1 Cálculo I;26,496277615;0,988756747;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;3,28;4,4
315;68;1,453289334;8;1 Repaso de álgebra y geometría;0;8;1 Repaso de Álgebra y Geometría;1,798199973;0,000741463;Administración de Empresas;Escuela de Negocios;MAT1100;0 Avance menor a 18 temas;No alcanzo meta;3,6;3,5
352;73;0,34513422;1;1 Repaso de álgebra y geometría;36;37;3 Temas Parcial 1 Cálculo I;37,256491094;1,014901862;Negocios Internacionales;Escuela de Negocios;MAT1100;1 Avance entre [ 18 - 37 temas];Cumplimiento meta;3,61;3,5
331;61;0,602452935;5;1 Repaso de álgebra y geometría;20;24;2 Ecuaciones y desigualdades;11,859111318;1,950467143;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];No alcanzo meta;3,19;3
297;58;0,617766971;1;1 Repaso de álgebra y geometría;13;14;2 Ecuaciones y desigualdades;14,802395151;0,891484638;Ingeniería Industrial;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;1,97;1,4
350;82;0,327944811;0;0 No dominó temas;13;13;2 Ecuaciones y desigualdades;5,944766971;2,175796657;Economía;Div Humanidades, Artes y Cs. S;MAT1100;0 Avance menor a 18 temas;No alcanzo meta;4,55;4
351;74;0,880333987;12;1 Repaso de álgebra y geometría;2;12;2 Ecuaciones y desigualdades;3,714184373;0,538221786;Contaduría Pública;Escuela de Negocios;MAT1100;0 Avance menor a 18 temas;No alcanzo meta;4,94;3,9
286;57;0,214509858;0;0 No dominó temas;38;38;3 Temas Parcial 1 Cálculo I;32,226549407;1,176756528;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;1,99;1,5
305;61;0,422935167;1;1 Repaso de álgebra y geometría;9;10;1 Repaso de Álgebra y Geometría;5,862263579;1,524508156;Administración de Empresas;Escuela de Negocios;MAT1100;0 Avance menor a 18 temas;No alcanzo meta;1,45;1,5
328;68;0,453436295;0;0 No dominó temas;25;25;2 Ecuaciones y desigualdades;26,271235446;0,972065905;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];No alcanzo meta;1,75;1,4
422;76;1,487735516;23;2 Ecuaciones y desigualdades;27;50;3 Temas Parcial 1 Cálculo I;11,666136408;2,338680824;Administración de Empresas;Escuela de Negocios;MAT1100;1 Avance entre [ 18 - 37 temas];Cumplimiento meta;5;4,4
354;80;1,133251322;12;2 Ecuaciones y desigualdades;56;67;4 Temas Parcial 2 Cálculo I;30,599293218;1,696532982;Ingeniería Eléctrica;División de Ingenierías;MAT1101;2 Avance entre [ 40 - 60 temas];Cumplimiento meta;5;4,9
260;43;1,330503004;2;1 Repaso de álgebra y geometría;25;27;2 Ecuaciones y desigualdades;26,756258448;0,899068318;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];No alcanzo meta;3,36;3,1
224;67;0,507167995;1;1 Repaso de álgebra y geometría;3;4;1 Repaso de Álgebra y Geometría;12,942370958;0,228883835;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;1,22;2
329;66;0,268210105;0;0 No dominó temas;23;23;2 Ecuaciones y desigualdades;19,218115841;1,207802247;Administración de Empresas;Escuela de Negocios;MAT1100;1 Avance entre [ 18 - 37 temas];No alcanzo meta;4,17;4,2
348;73;;0;0 No dominó temas;0;0;0 No dominó temas;1,231882089;0;Ingeniería Industrial;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;4,15;4,5
433;69;1,265357253;22;2 Ecuaciones y desigualdades;18;40;3 Temas Parcial 1 Cálculo I;9,562507429;1,931676224;Ingeniería Mecánica;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;Cumplimiento meta;5;4,5
297;58;0,152080484;0;0 No dominó temas;2;2;1 Repaso de Álgebra y Geometría;6,20127367;0,332667261;Contaduría Pública;Escuela de Negocios;MAT1100;0 Avance menor a 18 temas;No alcanzo meta;4,15;3,2
344;73;;0;0 No dominó temas;0;0;0 No dominó temas;1,178215641;0;Ingeniería Industrial;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;4,04;4,6
342;76;0,399768458;0;0 No dominó temas;40;40;3 Temas Parcial 1 Cálculo I;31,97326804;1,406908251;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;2 Avance entre [ 40 - 60 temas];Cumplimiento meta;2,63;3
286;66;0,134297831;1;0 No dominó temas;14;14;2 Ecuaciones y desigualdades;8,297275314;1,713178211;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;0,97;1,5
396;79;1,105667446;66;4 Temas Parcial 2 Cálculo I;14;79;4 Temas Parcial 2 Cálculo I;13,416978328;1,029075285;Ingeniería Mecánica;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;Cumplimiento meta;5;5
378;78;1,256209541;36;3 Temas Parcial 1 Cálculo I;25;61;4 Temas Parcial 2 Cálculo I;13,843420202;2,119224464;Ingeniería Electrónica;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;4,26;4,5
360;78;0,28907934;1;1 Repaso de álgebra y geometría;3;4;1 Repaso de Álgebra y Geometría;2,901695543;1,054446436;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;5;3,5
349;69;0,696407661;18;2 Ecuaciones y desigualdades;43;61;4 Temas Parcial 2 Cálculo I;20,386997521;2,38530641;Negocios Internacionales;Escuela de Negocios;MAT1100;2 Avance entre [ 37 - 55 temas];Cumplimiento meta;4;4
371;80;0,893412361;9;2 Ecuaciones y desigualdades;6;17;2 Ecuaciones y desigualdades;2,817205418;2,13251376;Administración de Empresas;Escuela de Negocios;MAT1100;0 Avance menor a 18 temas;No alcanzo meta;4,79;4,7
340;67;0,363705957;2;1 Repaso de álgebra y geometría;18;20;2 Ecuaciones y desigualdades;12,727589424;1,41721173;Negocios Internacionales;Escuela de Negocios;MAT1100;1 Avance entre [ 18 - 37 temas];No alcanzo meta;4,85;4,3
353;73;0,133719932;1;0 No dominó temas;2;2;1 Repaso de Álgebra y Geometría;2,609365059;0,763193085;Negocios Internacionales;Escuela de Negocios;MAT1100;0 Avance menor a 18 temas;No alcanzo meta;4,62;2,7
324;65;0,272648515;0;0 No dominó temas;13;13;2 Ecuaciones y desigualdades;19,51140118;0,661623992;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;1,21;1,4
374;73;0,45214743;4;1 Repaso de álgebra y geometría;73;74;4 Temas Parcial 2 Cálculo I;31,857108115;2,268756184;Ingeniería Civil;División de Ingenierías;MAT1101;3 Avance superior a 60 temas;Cumplimiento meta;4,6;4,5
300;66;0,229940474;1;1 Repaso de álgebra y geometría;29;30;2 Ecuaciones y desigualdades;15,692927982;1,940821527;Ingeniería Industrial;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];No alcanzo meta;3,27;3
304;68;0,406768958;1;1 Repaso de álgebra y geometría;10;11;2 Ecuaciones y desigualdades;5,262337043;1,92574407;Negocios Internacionales;Escuela de Negocios;MAT1100;0 Avance menor a 18 temas;No alcanzo meta;2,39;3,6
278;53;0,190193767;0;0 No dominó temas;20;20;2 Ecuaciones y desigualdades;11,180858827;1,783207942;Ingeniería Mecánica;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];No alcanzo meta;1,66;1,7
343;73;0,155949023;0;0 No dominó temas;20;20;2 Ecuaciones y desigualdades;20,546836112;0,968283676;Negocios Internacionales;Escuela de Negocios;MAT1100;1 Avance entre [ 18 - 37 temas];No alcanzo meta;2,87;3,2
308;57;0,184327065;0;0 No dominó temas;36;36;3 Temas Parcial 1 Cálculo I;26,989637968;1,482923337;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;2,63;2,4
369;78;0,649716322;4;1 Repaso de álgebra y geometría;33;38;3 Temas Parcial 1 Cálculo I;11,526153115;2,51588905;Ingeniería Mecánica;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;4,25;4,5
313;61;0,330926704;0;0 No dominó temas;34;34;3 Temas Parcial 1 Cálculo I;37,384971036;0,717780854;Ingeniería Mecánica;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;2,16;1,4
382;74;0,975954923;9;2 Ecuaciones y desigualdades;68;79;4 Temas Parcial 2 Cálculo I;39,494534233;1,847929724;Ingeniería Industrial;División de Ingenierías;MAT1101;3 Avance superior a 60 temas;Cumplimiento meta;4,4;4,9
309;65;0,49025852;1;0 No dominó temas;21;21;2 Ecuaciones y desigualdades;22,168436509;0,942910426;Ingeniería Eléctrica;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];No alcanzo meta;1,11;1,5
356;74;0,395652823;1;1 Repaso de álgebra y geometría;36;37;3 Temas Parcial 1 Cálculo I;40,911831544;0,937555548;Negocios Internacionales;Escuela de Negocios;MAT1100;1 Avance entre [ 18 - 37 temas];Cumplimiento meta;3,46;3,3
338;67;0,378639825;1;1 Repaso de álgebra y geometría;22;23;2 Ecuaciones y desigualdades;12,567564306;1,599984792;Administración de Empresas;Escuela de Negocios;MAT1100;1 Avance entre [ 18 - 37 temas];No alcanzo meta;4,25;3,5
338;65;1,873195895;31;3 Temas Parcial 1 Cálculo I;32;63;4 Temas Parcial 2 Cálculo I;18,278546765;1,22143196;Ingeniería Electrónica;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;3,72;4,1
349;77;0,359799767;0;0 No dominó temas;40;40;3 Temas Parcial 1 Cálculo I;26,49632178;1,694142163;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;2 Avance entre [ 40 - 60 temas];Cumplimiento meta;2,75;3,1
298;60;0,278603636;0;0 No dominó temas;25;25;2 Ecuaciones y desigualdades;22,074642241;1,222382042;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];No alcanzo meta;2,94;3
289;58;0,496343088;0;0 No dominó temas;20;20;2 Ecuaciones y desigualdades;16,0263587;1,566130999;Ingeniería Industrial;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];No alcanzo meta;2,91;3,1
401;80;1,002350978;10;2 Ecuaciones y desigualdades;52;63;4 Temas Parcial 2 Cálculo I;21,418006219;2,343686871;Ingeniería Mecánica;División de Ingenierías;MAT1101;2 Avance entre [ 40 - 60 temas];Cumplimiento meta;3,67;3,8
354;72;0,212335626;1;0 No dominó temas;19;19;2 Ecuaciones y desigualdades;12,103273776;1,588397732;Ingeniería Eléctrica;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];No alcanzo meta;1,92;3
404;74;1,837291295;36;3 Temas Parcial 1 Cálculo I;7;42;3 Temas Parcial 1 Cálculo I;7,74425641;0,894515309;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;Cumplimiento meta;4,74;3,9
312;60;0,482221795;2;0 No dominó temas;33;33;3 Temas Parcial 1 Cálculo I;36,245727975;1,00263267;Ingeniería Industrial;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;3,67;3,2
406;80;1,080473531;47;3 Temas Parcial 1 Cálculo I;32;79;4 Temas Parcial 2 Cálculo I;14,777461141;2,172103833;Ingeniería Industrial;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;4,89;4,9
349;77;0,595769336;1;1 Repaso de álgebra y geometría;18;19;2 Ecuaciones y desigualdades;17,03882196;1,049494175;Ingeniería Civil;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;3,12;3,1
379;77;0,500689103;10;1 Repaso de álgebra y geometría;28;37;3 Temas Parcial 1 Cálculo I;21,60382702;1,514333569;Ingeniería Mecánica;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];Cumplimiento meta;3,14;3,5
334;65;0,889679292;3;1 Repaso de álgebra y geometría;16;20;2 Ecuaciones y desigualdades;8,997410882;2,225452073;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;3,92;3,1
339;74;0,540764984;0;0 No dominó temas;20;20;2 Ecuaciones y desigualdades;21,358014662;0,951037631;Geología;División de Ciencias Básicas;MAT1101;1 Avance entre [ 19 - 40 temas];No alcanzo meta;4,59;3,6
350;68;2,276006903;35;3 Temas Parcial 1 Cálculo I;2;37;3 Temas Parcial 1 Cálculo I;3,041366738;0,654662996;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;Cumplimiento meta;4,74;3,8
250;38;0,169363592;0;0 No dominó temas;42;42;3 Temas Parcial 1 Cálculo I;50,40436019;0,83114483;Ingeniería Mecánica;División de Ingenierías;MAT1101;2 Avance entre [ 40 - 60 temas];Cumplimiento meta;3,27;3,3
339;66;0,275284357;3;1 Repaso de álgebra y geometría;21;23;2 Ecuaciones y desigualdades;12,981035545;1,665552283;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];No alcanzo meta;4,22;4,1
405;70;0,798360871;7;1 Repaso de álgebra y geometría;21;29;2 Ecuaciones y desigualdades;11,759011791;1,788091279;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];No alcanzo meta;4,49;3,2
369;70;0,859113378;3;1 Repaso de álgebra y geometría;16;19;2 Ecuaciones y desigualdades;12,470966649;1,27273793;Ingeniería Industrial;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;3,25;3,8
313;62;0,907518602;7;1 Repaso de álgebra y geometría;10;16;2 Ecuaciones y desigualdades;5,392769679;1,867395641;Ciencia de Datos;División de Ciencias Básicas;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;1,65;1,7
363;74;0,259552236;2;1 Repaso de álgebra y geometría;21;22;2 Ecuaciones y desigualdades;15,856779691;1,342827947;Ingeniería Mecánica;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];No alcanzo meta;2,84;1,5
374;75;0,746777067;8;1 Repaso de álgebra y geometría;21;27;2 Ecuaciones y desigualdades;14,539563072;1,519979269;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];No alcanzo meta;4,96;4,2
322;67;0,332174396;1;0 No dominó temas;24;24;2 Ecuaciones y desigualdades;22,259252232;1,268015729;Negocios Internacionales;Escuela de Negocios;MAT1100;1 Avance entre [ 18 - 37 temas];No alcanzo meta;2,4;3,1
345;69;0,896607411;19;2 Ecuaciones y desigualdades;47;66;4 Temas Parcial 2 Cálculo I;36,883553654;1,37801644;Ingeniería Civil;División de Ingenierías;MAT1101;2 Avance entre [ 40 - 60 temas];Cumplimiento meta;5;4,8
341;70;0,269039163;0;1 Repaso de álgebra y geometría;26;27;2 Ecuaciones y desigualdades;18,093730979;1,202349945;Ingeniería Civil;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];No alcanzo meta;1,86;2,5
333;68;0,378273444;1;0 No dominó temas;3;3;1 Repaso de Álgebra y Geometría;3,718760393;0,802142921;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;3,8;3,1
281;64;0,144229721;0;0 No dominó temas;29;29;2 Ecuaciones y desigualdades;28,944599561;1,216253788;Ingeniería Sistemas Y Computac;División de Ingenierías;MAT1101;1 Avance entre [ 19 - 40 temas];No alcanzo meta;2,81;2,6
339;69;0,240346702;0;0 No dominó temas;26;26;2 Ecuaciones y desigualdades;11,584962644;2,246250654;Negocios Internacionales;Escuela de Negocios;MAT1100;1 Avance entre [ 18 - 37 temas];No alcanzo meta;4,61;4,4
343;71;0,419176985;8;1 Repaso de álgebra y geometría;8;16;1 Repaso de Álgebra y Geometría;4,353266989;1,824910338;Ciencia de Datos;División de Ciencias Básicas;MAT4190;0 Avance menor a 25 temas;No alcanzo meta;2,39;3,4
399;78;;0;0 No dominó temas;0;0;0 No dominó temas;0,973949878;0,00040128;Ingeniería Industrial;División de Ingenierías;MAT1101;0 Avance menor a 19 temas;No alcanzo meta;4,62;4,6
